company_id,name,industry,size_band,city,tier,registered_date
249,Deshmukh-Mandal,Information Technology,Small (50-200),Aizawl,Tier-2,2023-09-30
250,Bala PLC,Logistics,Small (50-200),Ambattur,Tier-3,2024-02-22
251,Datta-De,Information Technology,Startup (<50),Berhampore,Tier-3,2024-03-06
252,Mittal and Sons,Cybersecurity,Startup (<50),Rajahmundry,Tier-2,2023-09-12
253,Pandey Group,Manufacturing,Startup (<50),Jaipur,Tier-2,2024-03-17
254,Yohannan-Bhatia,Logistics,Small (50-200),Panihati,Tier-2,2023-07-29
255,Balakrishnan Group,E-Commerce,Mid (200-1000),Tezpur,Tier-2,2023-09-13
256,"Gera, Thakkar and Mangal",E-Commerce,Startup (<50),Kollam,Tier-3,2023-07-28
257,"Narayanan, Nayar and Om",Consulting,Mid (200-1000),Nizamabad,Tier-3,2023-06-07
258,Dhillon Group,Information Technology,Large (1000-5000),Katihar,Tier-2,2023-12-09
259,Sem LLC,FMCG,Small (50-200),Delhi,Tier-3,2023-09-18
260,Chanda PLC,E-Commerce,Mid (200-1000),Dibrugarh,Tier-3,2023-10-14
261,Mammen Group,Cybersecurity,Small (50-200),Amaravati,Tier-2,2023-07-09
262,"Bassi, Pant and Chahal",Automotive,Large (1000-5000),Saharsa,Tier-3,2023-09-28
263,Varughese-Virk,E-Commerce,Startup (<50),Serampore,Tier-1,2023-11-27
264,"Biswas, Goyal and Bhandari",E-Commerce,Startup (<50),Bhind,Tier-3,2024-01-17
265,Narain PLC,Consulting,Startup (<50),Srinagar,Tier-3,2023-08-22
266,Cherian-Sani,EdTech,Startup (<50),Agra,Tier-1,2023-08-15
267,Palla-Savant,Logistics,Startup (<50),Moradabad,Tier-2,2023-06-22
268,Ghose PLC,E-Commerce,Mid (200-1000),Hubli–Dharwad,Tier-3,2023-07-16
269,Prasad-Devi,Healthcare,Mid (200-1000),Bilaspur,Tier-2,2023-07-28
270,"Deep, Venkatesh and Raman",Financial Services,Small (50-200),Fatehpur,Tier-2,2024-01-10
271,Dada-Basu,Telecommunications,Small (50-200),Jammu,Tier-2,2024-03-15
272,Radhakrishnan PLC,EdTech,Mid (200-1000),Suryapet,Tier-3,2023-10-27
273,"Sekhon, Wali and Bhatia",E-Commerce,Mid (200-1000),Nagpur,Tier-2,2024-02-26
274,More-Swamy,Cybersecurity,Startup (<50),Meerut,Tier-2,2023-09-19
275,Deol-Chakraborty,E-Commerce,Large (1000-5000),Madhyamgram,Tier-2,2023-12-15
276,Bandi-Zacharia,Telecommunications,Large (1000-5000),Berhampur,Tier-2,2023-06-14
277,"Dhawan, Tank and Shankar",Financial Services,Small (50-200),Gudivada,Tier-2,2023-07-13
278,"Krishnamurthy, Guha and Dash",Consulting,Small (50-200),Dehradun,Tier-3,2024-01-15
279,Batra-Ram,Automotive,Large (1000-5000),Chandrapur,Tier-3,2023-07-27
280,Rastogi Group,Financial Services,Startup (<50),Kumbakonam,Tier-3,2024-01-08
281,Mander Inc,Telecommunications,Large (1000-5000),Hazaribagh,Tier-2,2024-03-01
282,Karan-Narain,Consulting,Mid (200-1000),Chandrapur,Tier-3,2023-08-09
283,Kari Inc,FMCG,Small (50-200),Bardhaman,Tier-2,2023-06-04
284,Das PLC,E-Commerce,Small (50-200),Latur,Tier-2,2023-11-11
285,Rao-Brar,Financial Services,Startup (<50),Bongaigaon,Tier-2,2023-11-18
286,Nagarajan-Verma,Healthcare,Large (1000-5000),Nagpur,Tier-2,2024-02-15
287,Yadav-Saha,Consulting,Startup (<50),Hosur,Tier-3,2023-10-10
288,Ganesan LLC,E-Commerce,Mid (200-1000),Pondicherry,Tier-2,2024-01-08
289,Dua-Rajan,Telecommunications,Large (1000-5000),Agartala,Tier-2,2023-09-28
290,"Khalsa, Sodhi and Natt",Information Technology,Large (1000-5000),Sikar,Tier-3,2023-08-27
291,Ramesh Ltd,E-Commerce,Small (50-200),Baranagar,Tier-3,2023-06-21
292,Kala LLC,FMCG,Startup (<50),Dharmavaram,Tier-3,2024-03-20
293,"Palla, Seshadri and Kapadia",Manufacturing,Startup (<50),Mumbai,Tier-1,2023-07-13
294,"Som, Master and Sabharwal",Telecommunications,Startup (<50),Mira-Bhayandar,Tier-2,2023-11-21
295,Venkatesh-Kata,Healthcare,Mid (200-1000),Hosur,Tier-2,2023-06-12
296,Chada Inc,Manufacturing,Startup (<50),Uluberia,Tier-3,2023-06-07
297,Rattan LLC,EdTech,Startup (<50),Muzaffarpur,Tier-2,2023-09-10
298,Mistry Ltd,Financial Services,Small (50-200),Vellore,Tier-3,2024-02-23
299,"Doshi, Majumdar and Arya",Manufacturing,Small (50-200),Kamarhati,Tier-3,2023-07-09
300,"Nori, Sant and Lall",Information Technology,Startup (<50),Dehri,Tier-3,2023-11-23
301,Verma-Arya,Information Technology,Startup (<50),Durgapur,Tier-2,2024-01-16
302,Gandhi LLC,EdTech,Large (1000-5000),Durg,Tier-2,2023-11-11
303,"Gupta, Dhar and Kapur",Information Technology,Small (50-200),Dehradun,Tier-3,2024-02-26
304,"Tripathi, Gandhi and Munshi",Manufacturing,Small (50-200),Ozhukarai,Tier-3,2024-02-12
305,Char LLC,EdTech,Startup (<50),Gandhinagar,Tier-3,2023-08-23
306,"Mahajan, Ben and Atwal",Automotive,Startup (<50),Pali,Tier-3,2023-10-28
307,Mane-Sibal,Consulting,Small (50-200),Chapra,Tier-2,2024-02-06
308,"Bobal, Dora and Banerjee",Telecommunications,Mid (200-1000),Jabalpur,Tier-2,2023-07-02
309,Saran Ltd,Healthcare,Enterprise (5000+),Nagaon,Tier-2,2024-02-10
310,Batta Ltd,Automotive,Enterprise (5000+),Serampore,Tier-3,2023-10-07
311,"Raman, Mand and D’Alia",Consulting,Large (1000-5000),Ahmednagar,Tier-3,2024-01-18
312,"Shah, Andra and Srinivas",FMCG,Large (1000-5000),Dewas,Tier-3,2024-02-07
313,"Dhaliwal, Ghose and Chandra",Information Technology,Large (1000-5000),Ozhukarai,Tier-2,2023-06-04
314,Bhavsar-Dyal,Automotive,Mid (200-1000),Kavali,Tier-3,2023-09-25
315,"Srivastava, Palla and Ganesan",Information Technology,Startup (<50),Chandrapur,Tier-2,2024-01-17
316,Bhat-Sastry,Consulting,Enterprise (5000+),Bharatpur,Tier-3,2023-10-18
317,"Mann, Magar and Sha",Logistics,Startup (<50),Serampore,Tier-2,2023-10-29
318,Deep Ltd,Information Technology,Mid (200-1000),Mira-Bhayandar,Tier-2,2023-11-21
319,Ray Ltd,Automotive,Mid (200-1000),Pondicherry,Tier-2,2023-09-27
320,Atwal Group,EdTech,Mid (200-1000),Vasai-Virar,Tier-3,2023-11-15
321,"Mittal, Kakar and Aggarwal",Cybersecurity,Enterprise (5000+),Hosur,Tier-2,2023-06-04
322,Saxena-Chad,Financial Services,Startup (<50),Kakinada,Tier-3,2024-02-10
323,Kuruvilla-Dara,E-Commerce,Mid (200-1000),Aligarh,Tier-2,2024-01-13
324,Rama Inc,E-Commerce,Enterprise (5000+),Aizawl,Tier-3,2024-01-19
325,Jain Group,Logistics,Startup (<50),Amravati,Tier-2,2024-01-13
326,Singhal Ltd,Healthcare,Mid (200-1000),Berhampore,Tier-1,2023-08-10
327,Chauhan Group,Automotive,Small (50-200),Ranchi,Tier-3,2023-09-04
328,Krishna Inc,FMCG,Enterprise (5000+),Sambhal,Tier-2,2023-06-14
329,Naidu Group,Financial Services,Startup (<50),Gudivada,Tier-3,2024-03-07
330,Om-Dutt,Healthcare,Mid (200-1000),Patna,Tier-3,2023-08-06
331,Ratti and Sons,Information Technology,Small (50-200),Bhusawal,Tier-2,2023-12-02
332,"Sani, Srivastava and Barman",Financial Services,Small (50-200),Ajmer,Tier-2,2023-07-17
333,Shankar PLC,E-Commerce,Small (50-200),Raichur,Tier-3,2023-07-03
334,Hans Ltd,Healthcare,Mid (200-1000),Patna,Tier-2,2023-10-09
335,Chad Group,Information Technology,Mid (200-1000),Tirupati,Tier-1,2024-01-05
336,Rattan-Mangat,Healthcare,Small (50-200),Ahmedabad,Tier-2,2023-12-14
337,Chander Group,Automotive,Small (50-200),Gandhinagar,Tier-3,2023-06-16
338,Hans and Sons,Financial Services,Small (50-200),Mysore,Tier-3,2023-06-21
339,Kulkarni LLC,EdTech,Large (1000-5000),Rajahmundry,Tier-3,2023-06-16
340,Morar-Pal,E-Commerce,Mid (200-1000),Guna,Tier-2,2023-11-03
341,"Sankaran, Toor and Gandhi",Information Technology,Enterprise (5000+),Kamarhati,Tier-1,2023-12-23
342,Subramanian-Bassi,EdTech,Large (1000-5000),Kolhapur,Tier-2,2023-07-03
343,Sant-Gopal,Financial Services,Mid (200-1000),Madanapalle,Tier-2,2024-01-27
344,"Swamy, Varughese and Sane",Logistics,Large (1000-5000),Mira-Bhayandar,Tier-3,2023-10-18
345,Nayar Ltd,Telecommunications,Mid (200-1000),Ludhiana,Tier-2,2023-07-10
346,Sule-Dey,Cybersecurity,Small (50-200),Ahmednagar,Tier-2,2023-07-16
347,Anand-Virk,Telecommunications,Small (50-200),Naihati,Tier-2,2023-06-26
348,Gupta and Sons,Logistics,Startup (<50),Hindupur,Tier-2,2023-12-19
349,"Varty, Sahota and Devi",Manufacturing,Small (50-200),Nangloi Jat,Tier-2,2024-03-03
350,"Balasubramanian, Devi and Tandon",EdTech,Mid (200-1000),Motihari,Tier-2,2024-01-12
351,"Ghose, Yohannan and Grewal",FMCG,Small (50-200),Vasai-Virar,Tier-1,2024-01-10
352,Buch Ltd,Automotive,Small (50-200),Tezpur,Tier-2,2024-03-11
353,"Chandran, Devan and Khosla",Consulting,Small (50-200),Raebareli,Tier-3,2023-09-08
354,"Palla, Palan and Hans",Logistics,Large (1000-5000),Nagercoil,Tier-2,2023-07-16
355,Sen LLC,E-Commerce,Startup (<50),Sagar,Tier-3,2023-10-09
356,More-Sani,Information Technology,Small (50-200),Vasai-Virar,Tier-2,2024-01-16
357,"Mane, Shah and Chawla",Cybersecurity,Small (50-200),Ambattur,Tier-2,2023-06-13
358,"Pradhan, Chand and Sahni",Manufacturing,Startup (<50),Unnao,Tier-3,2023-10-31
359,Lata Inc,Automotive,Small (50-200),Sambalpur,Tier-3,2023-07-12
360,"Krishnamurthy, Shankar and Seshadri",Healthcare,Large (1000-5000),Jammu,Tier-2,2024-03-04
361,Kara and Sons,Logistics,Small (50-200),Gandhinagar,Tier-1,2024-02-22
362,Mander and Sons,Financial Services,Small (50-200),Ratlam,Tier-2,2024-03-22
363,Mitra-Walia,Information Technology,Startup (<50),Shimla,Tier-2,2023-08-03
364,Chander LLC,Financial Services,Startup (<50),Gudivada,Tier-2,2023-10-19
365,Srinivasan-Kar,EdTech,Startup (<50),Kurnool,Tier-3,2023-12-26
366,Kunda Inc,Telecommunications,Enterprise (5000+),Hyderabad,Tier-2,2023-12-23
367,Raju-Ganesh,Telecommunications,Small (50-200),Ongole,Tier-3,2024-01-11
368,Om Inc,Consulting,Mid (200-1000),Alwar,Tier-1,2023-07-07
369,Sood LLC,FMCG,Mid (200-1000),Tirunelveli,Tier-1,2023-11-21
370,Keer-Peri,E-Commerce,Mid (200-1000),Meerut,Tier-3,2023-10-16
371,Tank-Balakrishnan,FMCG,Mid (200-1000),Kulti,Tier-2,2023-12-22
372,Kothari-Garde,Cybersecurity,Mid (200-1000),Ghaziabad,Tier-2,2023-06-15
373,Zacharia Ltd,Financial Services,Mid (200-1000),Ozhukarai,Tier-2,2024-02-03
374,Chadha-Prabhu,Information Technology,Enterprise (5000+),Bulandshahr,Tier-3,2024-03-17
375,"Buch, Manne and Deo",E-Commerce,Small (50-200),Howrah,Tier-3,2023-07-19
376,Ray-Buch,Telecommunications,Startup (<50),Aligarh,Tier-3,2024-01-03
377,Bose-Kale,Manufacturing,Startup (<50),Pallavaram,Tier-3,2023-11-17
378,Malhotra Group,Financial Services,Large (1000-5000),Guwahati,Tier-2,2024-02-03
379,"Nagarajan, Ramachandran and Khosla",Telecommunications,Large (1000-5000),Gurgaon,Tier-2,2023-06-21
380,"Bedi, Reddy and Saran",E-Commerce,Small (50-200),Jammu,Tier-3,2023-08-18
381,Golla Inc,Logistics,Enterprise (5000+),Amaravati,Tier-2,2023-09-14
382,"Vasa, Shankar and Kumar",Automotive,Mid (200-1000),Nadiad,Tier-2,2023-06-03
383,"Khalsa, Naidu and Chaudry",Manufacturing,Enterprise (5000+),Vijayawada,Tier-3,2023-11-27
384,Gupta LLC,Healthcare,Mid (200-1000),Bhiwandi,Tier-3,2023-11-04
385,Deshpande Group,Telecommunications,Large (1000-5000),Tiruppur,Tier-3,2024-02-14
386,"Handa, Barad and Barad",E-Commerce,Startup (<50),Sri Ganganagar,Tier-3,2024-01-12
387,"Dhaliwal, Doshi and Karnik",Telecommunications,Mid (200-1000),Chennai,Tier-2,2023-08-09
388,"Luthra, Raju and Kapadia",EdTech,Small (50-200),Bettiah,Tier-2,2023-09-06
389,Saha PLC,Cybersecurity,Mid (200-1000),Ratlam,Tier-1,2023-08-16
390,"Sami, Chahal and Sarkar",Information Technology,Startup (<50),Shimoga,Tier-2,2023-11-28
391,"Basak, Date and Bhatnagar",Logistics,Large (1000-5000),Indore,Tier-2,2023-09-02
392,Arora PLC,Automotive,Startup (<50),Jaunpur,Tier-2,2023-10-16
393,Sanghvi and Sons,Automotive,Small (50-200),Sonipat,Tier-1,2024-03-15
394,Sinha-Prakash,Automotive,Mid (200-1000),Dharmavaram,Tier-3,2024-01-29
395,Pandit-Kurian,Healthcare,Small (50-200),Patna,Tier-2,2023-12-02
396,"Narain, Dube and Gaba",Cybersecurity,Startup (<50),Ratlam,Tier-3,2024-02-13
397,Mitter LLC,Telecommunications,Small (50-200),Pondicherry,Tier-2,2023-08-29
398,"Raj, Sengupta and Bandi",Telecommunications,Startup (<50),Erode,Tier-1,2023-08-27
399,Thakur Ltd,FMCG,Startup (<50),Tinsukia,Tier-3,2023-09-06
400,Bora-Ravi,Healthcare,Small (50-200),Nagaon,Tier-1,2023-11-21
401,Bhatnagar-Mand,Cybersecurity,Small (50-200),Gorakhpur,Tier-1,2024-01-28
402,Vyas-Raghavan,Logistics,Small (50-200),Sri Ganganagar,Tier-1,2023-06-09
403,Pant Group,E-Commerce,Mid (200-1000),Panipat,Tier-3,2023-10-09
404,"Uppal, Nigam and Arora",Information Technology,Startup (<50),Thane,Tier-2,2023-10-03
405,"Jhaveri, Thaman and Dhaliwal",FMCG,Startup (<50),Agartala,Tier-3,2024-02-13
406,"Bhargava, Anand and Bhatti",Consulting,Mid (200-1000),Bardhaman,Tier-1,2024-01-03
407,Gade Inc,Healthcare,Small (50-200),Davanagere,Tier-3,2024-02-26
408,"Dutta, Kade and Agrawal",Manufacturing,Large (1000-5000),Panipat,Tier-1,2023-12-14
409,"Sheth, Mani and Panchal",Manufacturing,Large (1000-5000),Shimoga,Tier-1,2024-02-29
410,"Amble, Dasgupta and Bhakta",Manufacturing,Small (50-200),Ramagundam,Tier-2,2023-10-15
411,"Batta, Din and Pradhan",E-Commerce,Enterprise (5000+),Jhansi,Tier-2,2024-01-19
412,"Prasad, Shankar and Gaba",Healthcare,Small (50-200),Barasat,Tier-3,2024-03-26
413,Rout-Sawhney,Automotive,Mid (200-1000),Erode,Tier-3,2023-09-28
414,Krish-Desai,EdTech,Large (1000-5000),Moradabad,Tier-3,2023-12-19
415,Mukhopadhyay-Vaidya,Logistics,Small (50-200),Bardhaman,Tier-1,2023-11-25
416,Tak Ltd,E-Commerce,Enterprise (5000+),Srinagar,Tier-3,2023-10-01
417,"Vala, Shroff and Dugar",FMCG,Startup (<50),Medininagar,Tier-1,2023-07-10
418,"Narula, Varughese and Shah",Automotive,Small (50-200),Rewa,Tier-3,2024-03-10
419,Rout-Parikh,Consulting,Startup (<50),Siliguri,Tier-3,2024-01-19
420,Varty-Patel,Consulting,Startup (<50),Patna,Tier-3,2023-08-25
421,Mander Group,E-Commerce,Startup (<50),Hospet,Tier-2,2024-01-29
422,Bakshi LLC,Healthcare,Mid (200-1000),Chennai,Tier-3,2023-11-18
423,Prabhakar and Sons,Healthcare,Small (50-200),Karnal,Tier-3,2023-09-29
424,"Sarin, Singhal and Iyengar",Manufacturing,Large (1000-5000),Gaya,Tier-3,2023-06-02
425,"Gopal, Sachdev and Thaman",Consulting,Enterprise (5000+),Kharagpur,Tier-3,2023-08-20
426,Devan PLC,Information Technology,Mid (200-1000),Darbhanga,Tier-2,2023-07-24
427,Mukhopadhyay and Sons,Consulting,Large (1000-5000),Ahmednagar,Tier-3,2024-01-04
428,"Kashyap, Salvi and Badami",Healthcare,Startup (<50),Suryapet,Tier-3,2023-10-04
429,Bajaj-Vaidya,Manufacturing,Mid (200-1000),Nangloi Jat,Tier-3,2023-07-01
430,Talwar-Wali,Financial Services,Large (1000-5000),Davanagere,Tier-2,2023-10-13
431,Madan-Manne,Cybersecurity,Small (50-200),New Delhi,Tier-2,2023-08-08
432,Ghosh-Thaker,Financial Services,Small (50-200),Berhampur,Tier-3,2023-12-09
433,Sinha-More,Consulting,Small (50-200),Bhatpara,Tier-1,2023-09-09
434,Sandhu Group,Manufacturing,Startup (<50),Jamnagar,Tier-1,2023-11-23
435,Kara-Narayan,E-Commerce,Startup (<50),North Dumdum,Tier-1,2023-12-30
436,Dubey-Wagle,Healthcare,Mid (200-1000),Faridabad,Tier-2,2023-12-23
437,Tara Ltd,E-Commerce,Mid (200-1000),Amaravati,Tier-3,2024-02-26
438,Ramesh-Sangha,Automotive,Small (50-200),Amravati,Tier-3,2024-01-01
439,Rout-Iyengar,E-Commerce,Mid (200-1000),Bahraich,Tier-3,2023-09-20
440,"Patla, Devi and Om",Healthcare,Startup (<50),Berhampore,Tier-2,2023-12-04
441,Rajagopal-Rai,Telecommunications,Mid (200-1000),Visakhapatnam,Tier-2,2023-06-17
442,Garde Group,Manufacturing,Large (1000-5000),Bareilly,Tier-2,2023-10-20
443,Shroff and Sons,Manufacturing,Startup (<50),Bathinda,Tier-2,2023-12-04
444,Desai LLC,EdTech,Large (1000-5000),Kishanganj,Tier-3,2023-07-31
445,Singh-Dewan,Cybersecurity,Mid (200-1000),Bikaner,Tier-2,2023-11-04
446,Lalla Ltd,Healthcare,Mid (200-1000),Bokaro,Tier-2,2023-10-17
447,"Chad, Dara and Bhasin",Manufacturing,Large (1000-5000),Baranagar,Tier-3,2023-08-15
448,Sane PLC,Financial Services,Small (50-200),Berhampore,Tier-1,2023-07-10
449,"Mane, Kurian and Sha",Financial Services,Startup (<50),Baranagar,Tier-3,2024-01-26
450,"Gaba, Bassi and Palla",EdTech,Mid (200-1000),Kakinada,Tier-3,2023-10-14
451,Ghosh Group,FMCG,Large (1000-5000),Burhanpur,Tier-2,2023-10-14
452,"Ghosh, Cherian and Chaudhuri",Manufacturing,Enterprise (5000+),Nangloi Jat,Tier-2,2024-03-17
453,"Sheth, Butala and Balan",EdTech,Mid (200-1000),Singrauli,Tier-3,2024-01-31
454,"Malhotra, Sem and Kota",Logistics,Enterprise (5000+),Warangal,Tier-1,2023-10-26
455,"Hegde, Dey and Sheth",E-Commerce,Startup (<50),Nandyal,Tier-3,2023-07-12
456,"Pant, Gill and Sodhi",Logistics,Small (50-200),Ramgarh,Tier-2,2024-03-10
457,Hayre Inc,Automotive,Large (1000-5000),Bijapur,Tier-3,2023-11-01
458,Char-Garg,E-Commerce,Large (1000-5000),Tadepalligudem,Tier-3,2023-11-01
459,"Chaudry, Sachdeva and Shanker",Consulting,Startup (<50),Munger,Tier-2,2023-09-30
460,Koshy Group,Automotive,Startup (<50),Kota,Tier-2,2023-07-27
461,"Dara, Chatterjee and Bajaj",EdTech,Enterprise (5000+),Panihati,Tier-2,2023-07-09
462,Pall-Gara,E-Commerce,Small (50-200),Kottayam,Tier-3,2023-07-27
463,Pillai-Dar,Financial Services,Mid (200-1000),Mango,Tier-3,2023-12-26
464,"Bhatnagar, Agate and Prabhakar",Manufacturing,Mid (200-1000),Orai,Tier-2,2024-02-07
465,"Wason, Jani and Morar",Logistics,Enterprise (5000+),Madhyamgram,Tier-2,2023-08-28
466,"Magar, Chopra and Palan",Manufacturing,Large (1000-5000),Fatehpur,Tier-3,2023-12-16
467,"Sawhney, Vasa and Bains",Manufacturing,Startup (<50),Motihari,Tier-2,2023-08-31
468,Shroff-Reddy,FMCG,Large (1000-5000),Sonipat,Tier-2,2024-02-12
469,"Ratti, Sengupta and Gandhi",Telecommunications,Small (50-200),Thiruvananthapuram,Tier-3,2023-08-28
470,Raju-Bora,Manufacturing,Small (50-200),Sasaram,Tier-3,2024-01-12
471,"Chatterjee, Swamy and Sood",Cybersecurity,Mid (200-1000),Pimpri-Chinchwad,Tier-2,2023-09-13
472,"Dugar, Bhasin and Jhaveri",EdTech,Startup (<50),Deoghar,Tier-3,2023-09-18
473,Kuruvilla-Choudhary,Logistics,Small (50-200),Hosur,Tier-2,2024-02-26
474,"Merchant, Sethi and Madan",Telecommunications,Enterprise (5000+),Solapur,Tier-2,2023-12-09
475,Iyengar-Vyas,Logistics,Startup (<50),Kottayam,Tier-3,2024-03-18
476,Warrior-Sur,Financial Services,Enterprise (5000+),Shahjahanpur,Tier-2,2023-12-02
477,"Edwin, Madan and Ramakrishnan",Healthcare,Mid (200-1000),Mysore,Tier-3,2023-06-02
478,"Roy, Walla and Panchal",Information Technology,Large (1000-5000),Jabalpur,Tier-1,2024-01-24
479,Chada and Sons,EdTech,Mid (200-1000),Nandyal,Tier-2,2023-08-01
480,Buch LLC,Manufacturing,Startup (<50),Jorhat,Tier-3,2023-12-06
481,Parmar PLC,Logistics,Startup (<50),Alwar,Tier-2,2023-07-09
482,Ravi Ltd,Automotive,Small (50-200),Kolhapur,Tier-2,2023-09-21
483,"Cheema, Nanda and Dalal",Manufacturing,Small (50-200),Rajpur Sonarpur,Tier-3,2024-02-01
484,"Mangat, Oak and Chada",FMCG,Large (1000-5000),Bongaigaon,Tier-3,2023-08-30
485,Vasa-Borde,Logistics,Mid (200-1000),Kolkata,Tier-3,2023-09-29
486,"Varughese, Butala and Tank",Information Technology,Startup (<50),Jamshedpur,Tier-2,2023-11-21
487,"Narain, Uppal and Sekhon",Telecommunications,Mid (200-1000),Firozabad,Tier-1,2024-03-12
488,"Kade, Mann and Keer",E-Commerce,Small (50-200),Alappuzha,Tier-1,2023-10-12
489,Minhas-Bhattacharyya,EdTech,Mid (200-1000),Unnao,Tier-1,2023-09-09
490,Date and Sons,Financial Services,Startup (<50),Kakinada,Tier-2,2023-06-14
491,"Tara, Ramakrishnan and Wali",Cybersecurity,Mid (200-1000),Anand,Tier-2,2024-02-13
492,"Tandon, Goel and Maharaj",Financial Services,Small (50-200),Kumbakonam,Tier-3,2023-08-11
493,Mukherjee Ltd,Manufacturing,Startup (<50),Raebareli,Tier-3,2023-12-25
494,"Shukla, Nayar and Date",Manufacturing,Startup (<50),Ambarnath,Tier-1,2023-10-01
495,Khurana-Sibal,Cybersecurity,Mid (200-1000),Pune,Tier-2,2024-01-31
496,"Vaidya, Savant and Halder",Automotive,Mid (200-1000),Tiruvottiyur,Tier-1,2023-12-14
